Symbol,Company Name,Industry,Market Cap
CXW,CoreCivic,"Equity Real Estate 
Investment Trusts...",1.20B
CYAD,Celyad Oncology,Biotechnology,89.02M
CYAN,Cyanotech,Personal Products,17.59M
CYBE,CyberOptics,Semiconductors &amp; Semiconductor Equipment,266.27M
CYBN,Cybin,Biotechnology,163.57M
CYBR,CyberArk Software,Software,5.44B
CYCC,Cyclacel Pharmaceuticals,Biotechnology,31.22M
CYCN,Cyclerion Therapeutics,Biotechnology,54.14M
CYD,China Yuchai International,Machinery,558.53M
CYH,Community Health Systems,Health Care Providers &amp; Services,1.73B
CYN,Cyngn,Software-Application,77.72M
CYRN,Cyren,Software,21.11M
CYRX,CryoPort,Health Care Equipment &amp; Supplies,2.06B
CYT,Cyteir Therapeutics,Biotechnology,195.60M
CYTH,Cyclo Therapeutics,Drug Manufacturers-Specialty &amp; Generic,32.11M
CYTK,Cytokinetics,Biotechnology,2.56B
CYTO,Altamira Therapeutics,Biotechnology,19.87M
CYXT,Cyxtera Technologies,Information Technology Services,1.83B
CZNC,Citizens &amp; Northern,Banks,396.30M
CZOO,Cazoo Group,Software-Application,3.12B
CZR,Caesars Entertainment,"Hotels, Restaurants &amp; Leisure",15.43B
CZWI,Citizens Community Bancorp,Banks,146.93M
D,Dominion Energy,Multi-Utilities,64.23B
DAC,Danaos,Marine,1.61B
DADA,Dada Nexus,Internet &amp; Direct Marketing Retail,2.63B
DAIO,Data I/O,"Electronic Equipment, Instruments &amp; C...",40.00M
DAKT,Daktronics,"Electronic Equipment, Instruments &amp; C...",218.23M
DAL,Delta Air Lines,Airlines,24.23B
DALN,DallasNews,Media,37.74M
DALS,DA32 Life Science Tech Acquisition,Blank Check / SPAC,249.83M
DAN,Dana Incorporated,Auto Components,3.19B
DAO,Youdao,Diversified Consumer Services,1.60B
DAOO,Crypto 1 Acquisition,Blank Check / SPAC,245.00M
DAR,Darling Ingredients,Food Products,10.15B
DARE,Dare Bioscience,Health Care Equipment &amp; Supplies,116.43M
DASH,DoorDash,Internet &amp; Direct Marketing Retail,40.12B
DATS,DatChat,Software-Application,51.35M
DAVA,Endava,IT Services,6.99B
DAVE,Dave Inc.,Software-Application,3.51B
DAWN,Day One Biopharmaceuticals,Biotechnology,906.02M
DB,Deutsche Bank AG,Capital Markets,27.67B
DBD,Diebold Nixdorf,"Technology Hardware, Storage &amp; Periph...",744.38M
DBGI,Digital Brands Group,Apparel Retail,14.85M
DBI,Designer Brands,Specialty Retail,900.05M
DBRG,DigitalBridge Group,REIT-Diversified,4.23B
DBTX,Decibel Therapeutics,Biotechnology,114.40M
DBVT,DBV Technologies,Biotechnology,177.89M
DBX,Dropbox,Software,8.99B
DCBO,Docebo,Software-Application,1.73B
DCFC,Tritium DCFC,Electrical Equipment &amp; Parts,1.11B
DCGO,DocGo,Medical Care Facilities,92.00M
DCI,Donaldson Company,Machinery,6.92B
DCO,Ducommun,Aerospace &amp; Defense,515.68M
DCOM,Dime Community Bancshares,Thrifts &amp; Mortgage Finance,1.46B
DCP,DCP Midstream LP,"Oil, Gas &amp; Consumable Fuels",5.81B
DCPH,Deciphera Pharmaceuticals,Biotechnology,470.19M
DCRD,Decarbonization Plus Acquisition IV,Blank Check / SPAC,389.38M
DCT,Duck Creek Technologies,Software,3.19B
DCTH,Delcath Systems,Medical Devices,49.29M
DD,DuPont de Nemours,Chemicals,40.14B
DDD,3D Systems,"Technology Hardware, Storage &amp; Periph...",2.17B
DDI,DoubleDown Interactive Co.,Electronic Gaming &amp; Multimedia,621.90M
DDL,Dingdong (Cayman),Grocery Stores,1.17B
DDOG,Datadog,Software,39.17B
DDS,Dillard's,Multiline Retail,4.49B
DE,Deere &amp; Company,Machinery,112.27B
DEA,Easterly Government Properties,"Equity Real Estate 
Investment Trusts...",1.82B
DECK,Deckers Outdoor,"Textiles, Apparel &amp; Luxury Goods",8.55B
DEI,Douglas Emmett,"Equity Real Estate 
Investment Trusts...",5.59B
DELL,Dell Technologies,"Technology Hardware, Storage &amp; Periph...",42.45B
DEN,Denbury,"Oil, Gas &amp; Consumable Fuels",3.53B
DENN,Denny's,"Hotels, Restaurants &amp; Leisure",927.97M
DEO,Diageo,Beverages,118.28B
DERM,Journey Medical,Drug Manufacturers-Specialty &amp; Generic,83.63M
DESP,Despegar.com,Internet &amp; Direct Marketing Retail,657.53M
DFFN,Diffusion Pharmaceuticals,Biotechnology,25.78M
DFH,Dream Finders Homes,Residential Construction,1.63B
DFIN,Donnelley Financial Solutions,Capital Markets,1.19B
DFS,Discover Financial Services,Consumer Finance,33.54B
DG,Dollar General,Multiline Retail,48.70B
DGICA,Donegal Group,Insurance,447.40M
DGICB,Donegal Group,Insurance,447.40M
DGII,Digi International,Communications Equipment,768.35M
DGLY,Digital Ally,"Electronic Equipment, Instruments &amp; C...",54.28M
DGNU,Dragoneer Growth Opportunities III,Blank Check / SPAC,522.73M
DGX,Quest Diagnostics,Health Care Providers &amp; Services,16.89B
DH,Definitive Healthcare,Health Information Services,1.87B
DHAC,Digital Health Acquisition,Blank Check / SPAC,129.05M
DHBC,DHB Capital,Blank Check / SPAC,349.60M
DHC,Diversified Healthcare Trust,"Equity Real Estate 
Investment Trusts...",719.37M
DHCA,DHC Acquisition,Blank Check / SPAC,375.98M
DHHC,DiamondHead Holdings,Blank Check / SPAC,420.04M
DHI,D.R. Horton,Household Durables,31.30B
DHIL,Diamond Hill Investment Group,Capital Markets,565.58M
DHR,Danaher,Health Care Equipment &amp; Supplies,200.40B
DHT,DHT Holdings,"Oil, Gas &amp; Consumable Fuels",821.77M
DHX,DHI Group,Interactive Media &amp; Services,262.08M
DIBS,1stdibs.com,Internet Retail,355.28M
DICE,DICE Therapeutics,Biotechnology,555.88M
DIDI,DiDi Global,Software-Application,23.44B
DILA,DILA Capital Acquisition,Blank Check / SPAC,73.83M
DIN,Dine Brands Global,"Hotels, Restaurants &amp; Leisure",1.08B
DIOD,Diodes,Semiconductors &amp; Semiconductor Equipment,3.88B
DIS,The Walt Disney Company,Entertainment,250.10B
DISA,Disruptive Acquisition I,Blank Check / SPAC,334.81M
DISCA,Discovery,Media,13.08B
DISCB,Discovery,Media,13.08B
DISCK,Discovery,Media,13.08B
DISH,DISH Network,Media,16.79B
DIT,AMCON Distributing Company,Distributors,105.11M
DJCO,Daily Journal,Media,463.95M
DK,Delek US Holdings,"Oil, Gas &amp; Consumable Fuels",1.15B
DKDCA,Data Knights Acquisition,Blank Check / SPAC,151.10M
DKL,Delek Logistics Partners LP,"Oil, Gas &amp; Consumable Fuels",1.86B
DKNG,DraftKings,"Hotels, Restaurants &amp; Leisure",7.91B
DKS,Dick's Sporting Goods,Specialty Retail,9.51B
DLA,Delta Apparel,"Textiles, Apparel &amp; Luxury Goods",205.52M
DLB,Dolby Laboratories,"Electronic Equipment, Instruments &amp; C...",8.78B
DLCA,Deep Lake Capital Acquisition,Blank Check / SPAC,251.76M
DLHC,DLH Holdings,Professional Services,221.23M
DLNG,Dynagas LNG Partners,"Oil, Gas &amp; Consumable Fuels",107.09M
DLO,DLocal,Software-Infrastructure,7.50B
DLPN,Dolphin Entertainment,Entertainment,48.60M
DLR,Digital Realty Trust,"Equity Real Estate 
Investment Trusts...",43.97B
DLTH,Duluth Holdings,Internet &amp; Direct Marketing Retail,458.25M
DLTR,Dollar Tree,Multiline Retail,28.40B
DLX,Deluxe,Commercial Services &amp; Supplies,1.29B
DM,Desktop Metal,Computer Hardware,1.09B
DMAC,DiaMedica Therapeutics,Biotechnology,70.06M
DMAQ,Deep Medicine Acquisition,Blank Check / SPAC,148.83M
DMLP,Dorchester Minerals,"Oil, Gas &amp; Consumable Fuels",818.84M
DMRC,Digimarc,Software,574.74M
DMS,Digital Media Solutions,Advertising Agencies,277.89M
DMTK,DermTech,Biotechnology,358.98M
DMYS,"dMY Technology Group, Inc. VI",Blank Check / SPAC,247.15M
DNA,Ginkgo Bioworks Holdings,Biotechnology,7.85B
DNAA,Social Capital Suvretta Holdings I,Blank Check / SPAC,308.38M
DNAB,Social Capital Suvretta Holdings II,Blank Check / SPAC,308.70M
DNAC,Social Capital Suvretta Holdings III,Blank Check / SPAC,313.48M
DNAD,Social Capital Suvretta Holdings IV,Blank Check / SPAC,308.70M
DNAY,Codex DNA,Medical Devices,212.77M
DNB,Dun &amp; Bradstreet Holdings,Professional Services,8.67B
DNLI,Denali Therapeutics,Biotechnology,3.95B
DNMR,Danimer Scientific,Specialty Chemicals,443.70M
DNN,Denison Mines,"Oil, Gas &amp; Consumable Fuels",968.59M
DNOW,NOW Inc.,Trading Companies &amp; Distributors,971.81M
DNUT,Krispy Kreme,Grocery Stores,2.40B
DNZ,D &amp; Z Media Acquisition,Blank Check / SPAC,350.03M
DOC,Physicians Realty Trust,"Equity Real Estate 
Investment Trusts...",3.96B
DOCN,DigitalOcean Holdings,Software-Infrastructure,5.59B
DOCS,Doximity,Health Information Services,8.14B
DOCU,DocuSign,Software,22.98B
DOGZ,Dogness (International),"Textiles, Apparel &amp; Luxury Goods",121.17M
DOLE,Dole plc,Farm Products,1.24B
DOMA,Doma Holdings,Shell Companies,1.17B
DOMO,"Domo, Inc.",Software,1.33B
DOOO,BRP Inc.,Leisure Products,6.28B
DOOR,Masonite International,Building Products,2.93B
DORM,Dorman Products,Auto Components,2.96B
DOUG,Douglas Elliman,Real Estate Services,718.14M
DOV,Dover,Machinery,24.99B
DOW,Dow Inc.,Chemicals,41.95B
DOX,Amdocs,IT Services,9.36B
DOYU,DouYu International Holdings,Entertainment,752.63M
DPCS,DP Cap Acquisition I,Blank Check / SPAC,247.75M
DPRO,Draganfly,Aerospace &amp; Defense,39.86M
DPZ,Domino's Pizza,"Hotels, Restaurants &amp; Leisure",15.81B
DQ,Daqo New Energy,Semiconductors &amp; Semiconductor Equipment,2.98B
DRAY,Macondray Capital Acquisition I,Blank Check / SPAC,352.55M
DRD,DRDGOLD,Metals &amp; Mining,737.63M
DRE,Duke Realty,"Equity Real Estate 
Investment Trusts...",21.95B
DRH,DiamondRock Hospitality Company,"Equity Real Estate 
Investment Trusts...",1.94B
DRI,Darden Restaurants,"Hotels, Restaurants &amp; Leisure",17.21B
DRIO,DarioHealth,Health Care Equipment &amp; Supplies,135.26M
DRMA,Dermata Therapeutics,Biotechnology,13.66M
DRQ,Dril-Quip,Energy Equipment &amp; Services,865.89M
DRRX,DURECT,Pharmaceuticals,150.13M
DRTT,DIRTT Environmental Solutions,Building Products,156.98M
DRUG,Bright Minds Biosciences,Biotechnology,31.16M
DRVN,Driven Brands Holdings,Auto &amp; Truck Dealerships,4.89B
DS,Drive Shack,"Hotels, Restaurants &amp; Leisure",121.56M
DSAC,Duddell Street Acquisition,Blank Check / SPAC,216.56M
DSAQ,Direct Selling Acquisition,Blank Check / SPAC,285.49M
DSEY,Diversey Holdings,Personal Services,3.42B
DSGN,Design Therapeutics,Biotechnology,621.75M
DSGX,The Descartes Systems Group,Software,5.79B
DSKE,Daseke,Road &amp; Rail,572.40M
DSP,Viant Technology,Software-Application,93.84M
DSS,"DSS, Inc.",Commercial Services &amp; Supplies,69.71M
DSWL,Deswell Industries,"Electronic Equipment, Instruments &amp; C...",62.15M
DSX,Diana Shipping,Marine,326.78M
DT,Dynatrace,Software,13.82B
DTC,Solo Brands,Internet Retail,687.23M
DTE,DTE Energy Company,Multi-Utilities,22.95B
DTEA,DAVIDsTEA,Specialty Retail,84.88M
DTIL,Precision BioSciences,Biotechnology,278.92M
DTM,DT Midstream,Oil &amp; Gas Midstream,4.75B
DTOC,Digital Transformation Opportunities,Blank Check / SPAC,405.20M
DTRT,DTRT Health Acquisition,Blank Check / SPAC,249.00M
DTSS,Datasea,Software,27.83M
DTST,Data Storage,Information Technology Services,21.15M
DUK,Duke Energy,Electric Utilities,79.23B
DUNE,Dune Acquisition,Blank Check / SPAC,213.04M
DUO,Fangdd Network Group,Interactive Media &amp; Services,26.11M
DUOL,Duolingo,Software-Application,3.21B
DUOT,Duos Technologies Group,Software,18.60M
DV,DoubleVerify Holdings,Software-Application,3.66B
DVA,DaVita,Health Care Providers &amp; Services,11.15B
DVAX,Dynavax Technologies,Biotechnology,1.54B
DVN,Devon Energy,"Oil, Gas &amp; Consumable Fuels",31.22B
DWAC,Digital World Acquisition,Blank Check / SPAC,2.72B
DWIN,Delwinds Insurance Acquisition,Blank Check / SPAC,254.79M
DWSN,Dawson Geophysical Company,Energy Equipment &amp; Services,54.85M
DX,Dynex Capital,"Mortgage Real Estate Investment 
Trus...",580.05M
DXC,DXC Technology Company,IT Services,7.70B
DXCM,DexCom,Health Care Equipment &amp; Supplies,40.91B
DXF,Dunxin Financial Holdings,Diversified Financial Services,18.39M
DXLG,Destination XL Group,Specialty Retail,293.50M
DXPE,DXP Enterprises,Trading Companies &amp; Distributors,479.64M
DXR,Daxor,Health Care Equipment &amp; Supplies,44.68M
DXYN,The Dixie Group,Household Durables,72.67M
DY,Dycom Industries,Construction &amp; Engineering,2.45B
DYAI,Dyadic International,Biotechnology,108.67M
DYN,Dyne Therapeutics,Independent Power and Renewable Elect...,371.52M
DYNS,Dynamics Special Purpose,Blank Check / SPAC,289.94M
DYNT,Dynatronics,Health Care Equipment &amp; Supplies,16.13M
DZSI,"DZS, Inc.",Communications Equipment,380.52M
E,Eni SpA,"Oil, Gas &amp; Consumable Fuels",52.48B
EA,Electronic Arts,Entertainment,39.31B
EAC,Edify Acquisition,Blank Check / SPAC,336.03M
EAF,GrafTech International,Electrical Equipment,2.73B
EAR,Eargo,Medical Devices,181.00M
EARN,Ellington Residential Mortgage REIT,"Mortgage Real Estate Investment 
Trus...",134.66M
EAST,Eastside Distilling,Beverages,19.25M
EAT,Brinker International,"Hotels, Restaurants &amp; Leisure",1.49B
EB,Eventbrite,Interactive Media &amp; Services,1.35B
EBAC,European Biotech Acquisition,Blank Check / SPAC,159.23M
EBAY,eBay Inc.,Internet &amp; Direct Marketing Retail,37.27B
EBC,Eastern Bankshares,Banks,3.86B
EBET,Esports Technologies,Gambling,164.34M
EBF,Ennis,Commercial Services &amp; Supplies,489.93M
EBIX,"Ebix, Inc.",Software,920.26M
EBMT,Eagle Bancorp Montana,Banks,159.47M
EBON,Ebang International Holdings,Computer Hardware,143.54M
EBR,Centrais Eletricas Brasileiras,Electric Utilities,9.71B
EBS,Emergent BioSolutions,Biotechnology,2.53B
EBTC,Enterprise Bancorp,Banks,501.17M
EC,Ecopetrol,"Oil, Gas &amp; Consumable Fuels",29.58B
ECC,Eagle Point Credit Company,n/a,529.23M
ECL,Ecolab,Chemicals,55.91B
ECOL,US Ecology,Commercial Services &amp; Supplies,915.43M
ECOM,ChannelAdvisor,Software,610.59M
ECOR,electroCore,Health Care Equipment &amp; Supplies,43.68M
ECPG,Encore Capital Group,Consumer Finance,1.88B
ECVT,Ecovyst,Specialty Chemicals,1.35B
ED,Consolidated Edison,Multi-Utilities,29.24B
EDAP,EDAP TMS,Health Care Equipment &amp; Supplies,227.09M
EDIT,Editas Medicine,Biotechnology,1.24B
EDN,Empresa Distribuidora y Comercializadora Norte,Electric Utilities,447.44M
EDNC,Endurance Acquisition,Blank Check / SPAC,243.00M
EDR,Endeavor Group Holdings,Entertainment,7.84B
EDRY,EuroDry,Marine,50.37M
EDSA,Edesa Biotech,Biotechnology,58.81M
EDTK,Skillful Craftsman Education Technology,Education &amp; Training Services,18.03M
EDTX,EdtechX Holdings Acquisition II,Blank Check / SPAC,144.04M
EDU,New Oriental Education &amp; Technology Group,Diversified Consumer Services,2.88B
EDUC,Educational Development,Distributors,65.30M
EEFT,Euronet Worldwide,IT Services,6.49B
EEIQ,Elite Education Group International,Diversified Consumer Services,28.38M
EEX,Emerald Holding,Media,208.30M
EFC,Ellington Financial,"Mortgage Real Estate Investment 
Trus...",1.00B
EFOI,Energy Focus,Electrical Equipment,10.74M
EFSC,Enterprise Financial Services,Banks,1.81B
EFTR,eFFECTOR Therapeutics,Biotechnology,259.19M
EFX,Equifax,Professional Services,27.53B
EGAN,eGain,Software,313.57M
EGBN,Eagle Bancorp,Banks,1.89B
EGGF,EG Acquisition,Blank Check / SPAC,273.38M
EGHT,"8x8, Inc.",Software,1.78B
EGLE,Eagle Bulk Shipping,Marine,549.48M
EGLX,Enthusiast Gaming Holdings,Electronic Gaming &amp; Multimedia,298.09M
EGO,Eldorado Gold,Metals &amp; Mining,1.69B
EGP,EastGroup Properties,"Equity Real Estate 
Investment Trusts...",8.13B
EGRX,Eagle Pharmaceuticals,Biotechnology,603.85M
EGY,VAALCO Energy,"Oil, Gas &amp; Consumable Fuels",230.33M
EH,EHang Holdings,Aerospace &amp; Defense,976.10M
EHC,Encompass Health,Health Care Providers &amp; Services,6.22B
EHTH,eHealth,Insurance,584.23M
EIC,Eagle Point Income Company,n/a,0.00
EIG,Employers Holdings,Insurance,1.09B
EIGR,Eiger BioPharmaceuticals,Biotechnology,138.96M
EIX,Edison International,Electric Utilities,23.93B
EJFA,EJF Acquisition,Blank Check / SPAC,353.62M
EJH,E-Home Household Service Holdings,Specialty Business Services,29.89M
EKSO,Ekso Bionics Holdings,Health Care Equipment &amp; Supplies,30.65M
EL,The Estee Lauder Companies,Personal Products,106.91B
ELA,Envela,Specialty Retail,106.35M
ELAN,Elanco Animal Health,Pharmaceuticals,12.66B
ELDN,Eledon Pharmaceuticals,Biotechnology,51.45M
ELEV,Elevation Oncology,Biotechnology,131.69M
ELF,e.l.f. Beauty,Personal Products,1.41B
ELLO,Ellomay Capital,Independent Power and Renewable Elect...,328.56M
ELMD,Electromed,Health Care Equipment &amp; Supplies,109.43M
ELMS,Electric Last Mile Solutions,Auto Manufacturers,698.28M
ELOX,Eloxx Pharmaceuticals,Pharmaceuticals,38.81M
ELP,Companhia Paranaense de Energia,Electric Utilities,16.31B
ELS,Equity LifeStyle Properties,"Equity Real Estate 
Investment Trusts...",14.20B
ELSE,Electro-Sensors,"Electronic Equipment, Instruments &amp; C...",20.37M
ELTK,Eltek,"Electronic Equipment, Instruments &amp; C...",22.26M
ELVT,Elevate Credit,Consumer Finance,92.50M
ELY,Callaway Golf Company,Leisure Products,4.49B
ELYM,Eliem Therapeutics,Biotechnology,251.73M
ELYS,Elys Game Technology,Gambling,54.75M
EM,Smart Share Global,Personal Services,476.42M
EMAN,eMagin,Semiconductors &amp; Semiconductor Equipment,85.76M
EMBK,Embark Technology,Software-Application,1.64B
EMCF,Emclaire Financial,Banks,80.74M
EME,EMCOR Group,Construction &amp; Engineering,6.24B
EMKR,EMCORE,Communications Equipment,199.81M
EML,The Eastern Company,Machinery,152.17M
EMN,Eastman Chemical Company,Chemicals,16.14B
EMR,Emerson Electric Company,Electrical Equipment,55.52B
EMX,EMX Royalty,Metals &amp; Mining,230.03M
ENB,Enbridge,"Oil, Gas &amp; Consumable Fuels",83.21B
ENCP,Energem,Blank Check / SPAC,147.54M
ENDP,Endo International,Pharmaceuticals,750.08M
ENER,Accretion Acquisition,Blank Check / SPAC,227.43M
ENFN,Enfusion,Software-Application,1.55B
ENG,ENGlobal,Energy Equipment &amp; Services,30.49M
ENIA,Enel Americas,Electric Utilities,13.07B
ENIC,Enel Chile,Electric Utilities,2.90B
ENJY,Enjoy Technology,Specialty Retail,351.69M
ENLC,EnLink Midstream LLC,"Oil, Gas &amp; Consumable Fuels",3.71B
ENLV,Enlivex Therapeutics,Software,100.82M
ENNV,ECP Environmental Growth Opportunities,Blank Check / SPAC,429.96M
ENOB,Enochian Biosciences,Biotechnology,247.00M
ENPC,Executive Network Partnering,Shell Companies,435.41M
ENPH,Enphase Energy,Semiconductors &amp; Semiconductor Equipment,17.00B
ENR,Energizer Holdings,Household Products,2.77B
ENS,EnerSys,Electrical Equipment,3.11B
ENSC,Ensysce Biosciences,Biotechnology,57.97M
ENSG,The Ensign Group,Health Care Providers &amp; Services,4.17B
ENSV,Enservco,Energy Equipment &amp; Services,7.66M
ENTA,Enanta Pharmaceuticals,Biotechnology,1.15B
ENTF,Enterprise 4.0 Technology Acquisition,Blank Check / SPAC,315.03M
ENTG,Entegris,Semiconductors &amp; Semiconductor Equipment,16.29B
ENTX,Entera Bio,Biotechnology,69.66M
ENV,Envestnet,Software,3.91B
ENVA,Enova International,Consumer Finance,1.45B
ENVB,Enveric Biosciences,Biotechnology,20.58M
ENVI,Environmental Impact Acquisition,Blank Check / SPAC,257.97M
ENVX,Enovix,Electrical Equipment &amp; Parts,2.35B
ENZ,Enzo Biochem,Health Care Providers &amp; Services,153.66M
EOCW,Elliott Opportunity II,Blank Check / SPAC,637.32M
EOG,EOG Resources,"Oil, Gas &amp; Consumable Fuels",58.88B
EOLS,Evolus,Pharmaceuticals,296.23M
EOSE,Eos Energy Enterprises,Electrical Equipment &amp; Parts,244.87M
EPAC,Enerpac Tool Group,Machinery,1.10B
EPAM,EPAM Systems,IT Services,26.36B
EPAY,Bottomline Technologies,Software,2.54B
EPC,Edgewell Personal Care Company,Personal Products,2.59B
EPD,Enterprise Products Partners,"Oil, Gas &amp; Consumable Fuels",51.93B
EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,497.84M
EPIX,ESSA Pharma,Biotechnology,353.63M
EPM,Evolution Petroleum,"Oil, Gas &amp; Consumable Fuels",184.64M
EPR,EPR Properties,"Equity Real Estate 
Investment Trusts...",3.31B
EPRT,Essential Properties Realty Trust,"Equity Real Estate 
Investment Trusts...",3.10B
EPSN,Epsilon Energy,"Oil, Gas &amp; Consumable Fuels",131.35M
EPWR,Empowerment &amp; Inclusion Capital I,Blank Check / SPAC,335.68M
EPZM,Epizyme,Biotechnology,215.06M
EQ,Equillium,Biotechnology,116.09M
EQBK,Equity Bancshares,Banks,559.79M
EQC,Equity Commonwealth,"Equity Real Estate 
Investment Trusts...",3.10B
EQD,Equity Distribution Acquisition,Blank Check / SPAC,508.70M
EQH,Equitable Holdings,Diversified Financial Services,13.49B
EQHA,EQ Health Acquisition,Blank Check / SPAC,267.16M
EQIX,Equinix,"Equity Real Estate 
Investment Trusts...",64.97B
EQNR,Equinor ASA,"Oil, Gas &amp; Consumable Fuels",90.27B
EQOS,EQONEX,Capital Markets,71.85M
EQR,Equity Residential,"Equity Real Estate 
Investment Trusts...",33.02B
EQRX,"EQRx, Inc.",Biotechnology,305.67M
EQS,Equus Total Return,Capital Markets,32.17M
EQT,EQT Corporation,"Oil, Gas &amp; Consumable Fuels",7.77B
